volume_ma_5,atr_5,upper_wick,lower_wick,volume,ema_14_prev,ema_divergence,rsi_7,ema_7_slope,candle_range,open,body_size,close,volume_slope,ema_divergence_slope,timestamp,binary_label
843.2139440000001,354.28199999999777,98.0,25.989999999997963,469.19262,57791.68921653806,-111.23170140261936,65.6562707758836,7.122571245432482,220.990000009998,57785.0,97.0,57688.0,-334.32660000000004,20.94780011717376,2024-09-02 06:00:00+00:00,0
711.724704,354.86999999999824,104.0,185.9300000000003,681.15499,57777.86398766632,-110.24240794636717,53.34282709719742,-29.66057156592433,429.9400000100024,57688.0,140.01000000000204,57547.99,211.96237,0.9892934562521988,2024-09-02 07:00:00+00:00,0
886.49099,457.8279999999984,243.989999999998,27.87999999999738,1815.84911,57747.21412264415,-46.65562026826228,68.92488425498861,104.75957132555776,779.8800000099974,57548.0,508.0100000000021,58056.01,1134.69412,63.58678767810488,2024-09-02 08:00:00+00:00,0
1002.90804,505.9699999999997,59.650000000001455,154.81000000000495,1244.82426,57788.3869062916,36.63731239811023,73.11501878247635,165.15467849416746,560.8000000100029,58056.01,346.3399999999965,58402.35,-571.02485,83.29293266637251,2024-09-02 09:00:00+00:00,0
1049.197282,457.1220000000001,88.48999999999796,109.0,1034.96543,57870.24865211939,100.77514155131212,71.0660859657959,147.90600887062465,294.00000001,58402.0,96.51000000000204,58498.51,-209.85883000000013,64.13782915320189,2024-09-02 10:00:00+00:00,0
1150.6972,479.2720000000016,182.25,72.99000000000524,976.69221,57954.016831836816,130.1805591158627,80.27605470411592,91.80450665297394,331.74000001000525,58498.51,76.5,58422.01,-58.27321999999992,29.40541756455059,2024-09-02 11:00:00+00:00,0
1137.759884,443.8640000000014,86.98999999999796,137.84000000000378,616.46841,58016.41592092524,141.67989522895368,73.5633963012827,61.83587998972507,252.90000001000143,58422.01,28.06999999999971,58393.94,-360.2238000000001,11.499336113090976,2024-09-02 12:00:00+00:00,0
918.638114,355.78000000000173,95.05999999999769,31.68000000000029,720.24026,58066.75246480187,119.61446719482774,67.51715417828538,-6.803090007706487,339.46000000999913,58393.94,212.7200000000012,58181.22,103.77185000000009,-22.065428034125944,2024-09-02 13:00:00+00:00,0
1062.682818,384.4200000000012,211.0,77.20999999999913,1965.04778,58082.01480282829,149.79245673281548,81.15396265974448,98.84268249422166,704.00000001,58181.21,415.7900000000009,58597.0,1244.80752,30.17798953798774,2024-09-02 14:00:00+00:00,0
1000.116312,377.6600000000006,144.09999999999854,57.08999999999651,722.1329,58150.67949578453,157.5305680414167,69.51999870007077,59.3795118706621,260.2000000099971,58597.0,59.01000000000204,58537.99,-1242.9148800000005,7.738111308601219,2024-09-02 15:00:00+00:00,0
911.807538,383.287999999999,115.01000000000204,51.87999999999738,535.14834,58202.32089634659,134.79382145728596,47.34792781987712,-3.712866097004735,359.8800000099974,58537.99,192.989999999998,58345.0,-186.98456,-22.736746584130746,2024-09-02 16:00:00+00:00,0
939.293666,384.2059999999983,44.479999999995925,44.0,753.89905,58221.344776833714,135.2396421290323,50.67153056673106,39.467850427252415,257.490000009998,58345.0,169.01000000000204,58514.01,218.75071000000003,0.4458206717463326,2024-09-02 17:00:00+00:00,0
1000.423576,385.975999999998,152.62999999999738,167.6800000000003,1025.88981,58260.36680658922,127.75477082803263,52.89440836149115,22.60088782043749,348.3100000099977,58514.01,28.0,58486.01,271.9907599999999,-7.484871300999657,2024-09-02 18:00:00+00:00,0
715.7210600000001,278.8979999999981,72.98999999999796,49.59999999999855,541.5352,58290.45256571066,113.26211212143971,52.04934447353993,5.445665865321644,168.6100000100006,58486.01,46.02000000000408,58439.99,-484.3546099999999,-14.49265870659292,2024-09-02 19:00:00+00:00,0
809.607968,398.5359999999986,251.0,55.419999999998254,1191.56744,58310.39089028257,164.46764689144038,77.71291067565377,142.08674939899356,858.3900000099994,58440.03,551.9700000000012,58992.0,650.03224,51.20553477000067,2024-09-02 20:00:00+00:00,0
967.914346,406.4179999999993,227.3199999999997,116.9800000000032,1326.68023,58401.272104911564,198.68565626223423,70.41668178566174,120.31506204925245,399.2900000100009,58992.01,54.98999999999796,59047.0,135.1127899999999,34.21800937079388,2024-09-02 21:00:00+00:00,0
944.657602,423.1580000000002,0.0100000000020372,38.19000000000233,637.61533,58487.36915759002,249.6533404778384,80.16299905973794,165.983796536937,341.19000001000234,59047.0,302.989999999998,59349.99,-689.0649,50.967684215604095,2024-09-02 22:00:00+00:00,0
852.4742259999999,424.03400000000113,75.70000000000437,59.12999999999738,564.97293,58602.38526991136,249.0435572020505,78.70872206704408,70.02284740270261,352.69000001000234,59349.99,217.86000000000053,59132.13,-72.64239999999995,-0.6097832757877768,2024-09-02 23:00:00+00:00,0
844.7184719999999,437.5880000000005,0.0100000000020372,110.5,502.75643,58673.017900589846,255.0294128327223,78.01678038963838,83.98213555202528,236.3800000099974,59132.12,125.86999999999534,59257.99,-62.2165,5.985855630671722,2024-09-03 00:00:00+00:00,0
710.148414,308.1419999999998,18.55999999999767,62.58999999999651,518.71715,58751.0141805112,265.588238564902,81.54375559135215,95.49160166401998,211.16000000999625,59258.0,130.01000000000204,59388.01,15.960719999999924,10.558825732179685,2024-09-03 01:00:00+00:00,0
769.448644,330.21399999999994,421.6399999999994,11.010000000002035,1623.18138,58835.94695644304,254.6152006719858,79.8143406728186,52.368701248014986,509.6500000100015,59388.01,77.0,59311.01,1104.46423,-10.973037892916182,2024-09-03 02:00:00+00:00,0
750.7422199999999,319.1459999999992,16.69999999999709,69.12999999999738,544.08321,58899.28869558397,215.65988601919528,55.36595264588433,-10.72847406398796,285.8500000099985,59311.01,200.02000000000407,59110.99,-1079.09817,-38.95531465279055,2024-09-03 03:00:00+00:00,0
781.4359,295.00999999999914,125.0,95.02000000000407,718.44133,58927.51553617277,181.7526019609068,52.44011146944281,-11.041355547989951,232.01000001000205,59111.0,11.989999999997965,59099.01,174.35812,-33.9072840582885,2024-09-03 04:00:00+00:00,0
