timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-09-01 00:00:00,135.35000000,135.62000000,134.97000000,135.36000000,24205.96800000,1725152399999,3275394.05944000,16919,14124.51000000,1911258.89585000,0
2024-09-01 01:00:00,135.37000000,135.50000000,133.50000000,133.63000000,72146.22000000,1725155999999,9682504.04964000,26273,31738.28500000,4259157.94156000,0
2024-09-01 02:00:00,133.62000000,133.96000000,132.88000000,133.96000000,145539.54200000,1725159599999,19399939.64804000,44584,78003.50100000,10401279.80537000,0
2024-09-01 03:00:00,133.96000000,134.46000000,133.70000000,134.07000000,37414.56400000,1725163199999,5017044.44904000,16699,21293.22400000,2855485.16707000,0
2024-09-01 04:00:00,134.07000000,134.09000000,133.33000000,133.71000000,32825.71800000,1725166799999,4388893.79337000,17550,16143.98400000,2158921.78707000,0
2024-09-01 05:00:00,133.70000000,133.91000000,131.09000000,131.59000000,190530.13600000,1725170399999,25191744.96719000,63479,90923.49200000,12022171.54131000,0
2024-09-01 06:00:00,131.59000000,132.78000000,131.49000000,132.70000000,67321.68300000,1725173999999,8903089.79171000,27131,41414.37500000,5476654.59955000,0
2024-09-01 07:00:00,132.69000000,133.00000000,132.10000000,132.81000000,106404.24700000,1725177599999,14102875.48990000,32673,53746.49500000,7123485.63002000,0
2024-09-01 08:00:00,132.81000000,132.84000000,131.14000000,131.46000000,104191.27500000,1725181199999,13736977.08467000,30301,55025.49100000,7254245.02992000,0
2024-09-01 09:00:00,131.45000000,132.25000000,130.78000000,131.22000000,131062.70600000,1725184799999,17236473.90443000,38390,69207.22100000,9108702.94122000,0
2024-09-01 10:00:00,131.20000000,131.38000000,130.27000000,130.46000000,113738.93500000,1725188399999,14874533.18121000,44516,53396.24100000,6985928.12381000,0
2024-09-01 11:00:00,130.47000000,131.98000000,130.18000000,131.91000000,87851.55800000,1725191999999,11502500.27213000,37796,39109.58400000,5124575.40286000,0
2024-09-01 12:00:00,131.91000000,132.16000000,130.93000000,131.04000000,63841.28600000,1725195599999,8401513.26945000,32037,26629.29500000,3506184.56167000,0
